"Name","Team","Ht","GP","MINS","OPPM","DPPM","PPM","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM.","MIDA","MID.","TPA","TP.","FTA","FT.","TS.","eFG."
"Jaden Bradley","Arizona","6-3",36,710.802,2.3,3.2,5.5,11.6,0.6,3.3,3.3,1.7,0.3,1.6,3.2,4.2,0.495,3.1,0.418,1.3,0.464,3.7,0.825,0.56,0.497
"B.J. Edwards","SMU","6-3",32,592.898,2.3,3.2,5.5,6.8,2.1,3.6,5.4,1.7,0.2,2.3,1.9,2.2,0.579,2.5,0.341,1.5,0.385,1.1,0.737,0.504,0.481
"Darnell Brodie","Drake","6-9",32,818.386,3.6,1.9,5.5,16,3.1,7.9,2.8,0.9,0.8,2.6,3.9,8.1,0.696,2.2,0.431,0,0,4.3,0.653,0.648,0.64
"John Poulakidas","Yale","6-5",31,982.102,4.4,1.1,5.5,15.6,0.7,2,2.2,0.5,0.4,1,2.1,1.1,0.467,4,0.514,7.4,0.397,2.2,0.75,0.576,0.558
"Koby Brea","Dayton","6-6",33,952.668,5.1,0.4,5.5,14.2,0.4,4.4,1.5,0.7,0.4,0.9,1.2,0.6,0.75,1.1,0.483,7.8,0.498,0.6,0.875,0.722,0.715
"T.J. Bickerstaff","James Madison","6-9",34,802.016,3.9,1.6,5.5,19.4,3.6,8.2,2.3,1.4,0.6,2.7,3.6,9.8,0.69,2.2,0.346,0.2,0,6.8,0.627,0.627,0.618
"Dae Dae Grant","Duquesne","6-2",33,1098.865,5.6,-0.2,5.4,17.8,0.9,2.8,2.5,1.1,0.1,1.4,2.1,2.2,0.463,3.6,0.459,7.8,0.336,4.9,0.941,0.56,0.486
"Emanuel Miller","TCU","6-7",34,1093.021,4.4,1,5.4,16.7,2.3,4.1,2.7,1.1,0.4,1.6,1.6,6.6,0.594,3,0.333,2.5,0.383,4.9,0.815,0.579,0.526
"Alex Ducas","Saint Mary's (CA)","6-7",33,945.164,3,2.4,5.4,13,1.1,6.3,2.6,0.9,0.3,1.3,1.8,1.7,0.571,0.9,0.333,7.2,0.44,1.2,0.774,0.624,0.613
"Jahmir Young","Maryland","6-2",31,1092.084,4.4,1,5.4,20.6,1.1,4,4.2,1.4,0.3,2.8,1.3,5.3,0.506,4.6,0.364,5.6,0.331,7.1,0.897,0.547,0.461
"Trey Galloway","Indiana","6-5",31,1029.799,4.2,1.2,5.4,11.1,0.9,2.1,4.8,1.2,0.2,2.2,1.8,4.3,0.614,1.8,0.5,3.4,0.26,2.5,0.533,0.518,0.512
"Malevy Leons","Bradley","6-9",32,1104.148,3.3,2.1,5.4,14.6,2.4,4.6,1.4,1.6,1.6,1.5,2.9,4,0.694,1.9,0.339,3.8,0.35,4.7,0.803,0.612,0.558
"Dallin Hall","BYU","6-3",34,987.783,4,1.3,5.3,10.6,1.1,3,6,1.2,0,2,2.8,2.6,0.635,1.1,0.219,5,0.359,2.3,0.632,0.542,0.526
"Branden Carlson","Utah","7-0",34,1000.567,4.3,1,5.3,19.2,1.7,5.7,1.9,0.4,1.8,1.7,2.2,5.4,0.685,3.7,0.416,5.2,0.385,3.8,0.724,0.597,0.575
"Ileri Ayo-Faleye","Vermont","6-8",32,742.451,1.2,4.1,5.3,11.9,1.9,5.3,1.6,1.1,2.2,1.3,4,4.2,0.612,1.6,0.182,2.8,0.316,4.9,0.724,0.544,0.486
"JP Pegues","Furman","6-1",28,952.95,4.8,0.5,5.3,17.7,0.6,3.7,4.5,1.1,0.2,2.1,1.8,3.8,0.532,2.1,0.424,7.3,0.348,4.9,0.878,0.571,0.509
"Rylan Jones","Samford","6-1",32,850.864,4.3,1,5.3,11.3,0.6,2.9,6,2,0.1,1.9,2.3,2.8,0.573,0.9,0.292,5.3,0.369,2.4,0.734,0.56,0.533
"Andrew Carr","Wake Forest","6-10",35,1132.167,3.6,1.6,5.2,14.5,2,5.4,1.6,0.5,1.7,1.3,2.8,4.5,0.731,2,0.333,3,0.371,4.2,0.781,0.631,0.591
"Enrique Freeman","Akron","6-7",33,1087.916,3.8,1.4,5.2,20.4,3.5,10.1,1.7,0.8,1.9,2.8,3.2,9.4,0.674,1.3,0.225,1.7,0.365,7.3,0.729,0.644,0.609
"Hunter Sallis","Wake Forest","6-5",34,1199.016,5.1,0.1,5.2,17.9,0.6,3.4,2.5,1.1,0.6,1.9,1.8,3.2,0.633,4.9,0.482,5.4,0.405,3.4,0.783,0.596,0.568
"Jack Clark","Clemson","6-8",24,561.918,1.8,3.4,5.2,7,1.8,5.6,2.1,1.1,0.8,0.9,2.3,2.1,0.545,0.8,0.417,3.2,0.294,1.5,0.833,0.517,0.474
"Marcus Domask","Illinois","6-6",35,1202.818,5.3,-0.1,5.2,15.6,1.2,3.9,3.9,0.3,0.3,2.2,1.3,4.3,0.609,4.6,0.435,3.5,0.288,3.8,0.873,0.548,0.494
"Max Abmas","Texas","6-0",34,1171.833,4.9,0.3,5.2,17,0.4,2.8,4.2,1,0.1,2.3,2.2,2.1,0.686,3.9,0.409,7.6,0.362,3,0.9,0.566,0.526
"Josh Oduro","Providence","6-9",33,989.602,3.5,1.7,5.2,18.5,2.6,6.1,2.3,1,1.5,2.4,3.7,8.3,0.607,3.1,0.46,1.8,0.288,4.9,0.807,0.594,0.548
"Steven Ashworth","Creighton","6-1",35,1113.284,4.8,0.4,5.2,12.3,0.4,3.3,4.7,0.5,0,1.7,2.1,1.4,0.545,1.1,0.5,7.2,0.349,2.4,0.907,0.569,0.524
"Rubin Jones","North Texas","6-5",21,622.536,2.7,2.5,5.2,15.3,1,3.5,4.6,2,0.5,2.7,3.1,4,0.552,4.1,0.232,5,0.417,3.5,0.759,0.515,0.48
"Dantwan Grimes","Baylor","6-2",11,83.117,4.1,1,5.1,18.8,1.1,3.8,5.2,2.2,0,1.1,2.6,3.4,0.667,2.2,0.333,4.1,0.727,4.9,0.769,0.777,0.769
"CJ Fulton","Col. of Charleston","6-2",34,822.651,4,1.1,5.1,5.9,1.4,3.1,6,1.5,0,1.4,1.4,1.1,0.63,0.5,0.364,3.6,0.337,0.7,0.706,0.534,0.52
"Joshua Jefferson","Saint Mary's (CA)","6-8",25,631.084,1.9,3.2,5.1,15,2.1,7.5,3.4,1.8,0.5,2.4,3.3,6.4,0.639,2.9,0.327,3.5,0.276,2.8,0.723,0.531,0.507
"Saint Thomas","Northern Colo.","6-7",30,1061.482,4.7,0.4,5.1,19.2,1.6,7.8,4,1.6,0.9,3,2.5,3.8,0.754,4.8,0.417,6,0.333,4,0.865,0.581,0.538
"Tre Coleman","Nevada","6-7",33,1014.066,2.5,2.6,5.1,9.9,1.1,3.3,3.3,1.5,0.8,1.6,2.1,3,0.6,1.1,0.3,3.8,0.374,2,0.724,0.565,0.541
"Ja'Kobi Gillespie","Belmont","6-0",22,711.752,4.7,0.3,5,18.1,0.4,3.4,4.3,2.1,0.3,2.7,2.3,5.2,0.726,2.3,0.571,4.5,0.392,3.2,0.838,0.671,0.645
"Great Osobor","Utah St.","6-8",33,1127.347,3.5,1.5,5,18.1,2.7,6.4,2.9,1.3,1.5,2.8,2.6,9.5,0.619,1,0.364,0.4,0.167,8.5,0.634,0.606,0.583
"Joel Scott","Colorado St.","6-7",33,952.134,3.1,1.9,5,16.2,2.4,5.5,1.6,1,1.1,1.1,2.9,8.1,0.644,0.6,0.2,1.8,0.255,6.2,0.679,0.606,0.576
"Jameer Nelson Jr.","TCU","6-2",34,845.75,3.2,1.8,5,15.3,0.3,3.2,4.5,2.8,0.6,3.1,2.8,4.4,0.518,3.2,0.494,4.3,0.306,4.9,0.738,0.537,0.49
"Keylan Boone","UNLV","6-8",25,820.099,3.2,1.8,5,14.9,1.7,5.5,1.2,0.9,1.2,1.3,2.9,2.3,0.56,3.3,0.452,6.9,0.349,2.9,0.734,0.537,0.511
"Micah Peavy","TCU","6-8",34,996.35,1.9,3.1,5,12.7,1.9,3.8,3,1.5,0.3,2,2.6,5.2,0.621,2.8,0.309,3,0.31,2.9,0.607,0.515,0.5
"Xaivian Lee","Princeton","6-3",27,888.5,5.1,-0.1,5,20.1,0.8,6,4.3,1.2,0.5,1.7,2.5,6.4,0.626,2.7,0.303,6.2,0.338,5.2,0.8,0.564,0.52
"Terrance Arceneaux","Houston","6-5",11,197.716,1.3,3.7,5,10.9,4.2,4.9,1.5,1.8,1.1,0.7,2.4,2,0.727,4.5,0.32,3.8,0.286,3.4,0.526,0.454,0.439
"Trey Alexander","Creighton","6-4",35,1303.468,4.2,0.8,5,16.7,0.5,5,4.5,1,0.4,2.3,1.7,3.6,0.553,5.5,0.475,5,0.339,2.9,0.824,0.539,0.507
"Ace Baldwin Jr.","Penn St.","6-0",33,1183.069,4,0.9,4.9,13.4,0.5,2,5.7,2.5,0.3,2.5,1.8,3.1,0.56,3.4,0.308,4.2,0.329,4.5,0.826,0.522,0.453
"Brice Williams","Nebraska","6-7",34,1008.152,3.8,1.1,4.9,15.6,1,5.3,2.9,1.3,0.8,2.1,3,3.2,0.628,3.3,0.351,4.4,0.388,4.8,0.844,0.588,0.525
"Braden Norris","Loyola Chicago","6-0",32,1122.319,2.7,2.2,4.9,9.1,0.2,3.1,4.6,1.2,0.1,1.9,1.8,0.5,0.556,0.6,0.476,4.9,0.429,1.8,0.85,0.652,0.618
"Darrion Williams","Texas Tech","6-6",33,1078.867,3,1.9,4.9,12.5,2.1,6.1,2.7,1.3,0.4,1.8,2.5,2.7,0.598,2.9,0.437,3.2,0.458,2.6,0.875,0.62,0.577
"Isaiah Crawford","Louisiana Tech","6-6",28,953.1,2.4,2.5,4.9,16.9,1.9,4.6,2.6,2.1,1.6,2.9,2.6,4.2,0.575,4.6,0.411,3.2,0.425,5.6,0.728,0.572,0.529
"Collin Murray-Boyles","South Carolina","6-7",28,633.55,3.1,1.8,4.9,17.2,3.9,5.5,2.9,1.7,1.7,2,3.9,8.9,0.638,2.2,0.526,0.3,0,5.1,0.674,0.619,0.6
"Kobe Langley","UNC Greensboro","6-1",29,851.264,2.8,2.1,4.9,10.6,0.3,3.1,6.8,2.8,0.5,2.4,2.4,3,0.528,2,0.449,4.3,0.359,1.3,0.719,0.531,0.516
"Ian Schieffelin","Clemson","6-8",35,953.217,4.3,0.6,4.9,12.8,3.5,8.6,2.9,0.8,0.7,1.6,3.4,4.8,0.677,2,0.358,1.7,0.489,3.1,0.753,0.642,0.615
"Joseph Girard III","Clemson","6-1",35,1145.597,5.1,-0.2,4.9,16,0.2,3.3,3.1,0.7,0.1,1.7,1.5,1.3,0.545,2.3,0.408,7.4,0.41,3.8,0.935,0.621,0.563
"Robert Jones","Iowa St.","6-10",37,843.418,1.4,3.5,4.9,12.1,3.6,3,1.6,1.7,1.4,1.6,3.6,5.1,0.711,3.2,0.408,0,0,4.2,0.51,0.58,0.591
"Mikeal Brown-Jones","UNC Greensboro","6-8",26,741.535,5.5,-0.6,4.9,23.9,2.6,6.9,1.3,0.8,0.9,2.1,3.3,8.8,0.652,2.9,0.317,2.6,0.455,8.9,0.784,0.644,0.59
"Mitchell Saxen","Saint Mary's (CA)","6-10",33,947.904,2.9,2,4.9,15.5,4.8,5.2,2,1,1.8,2.2,3.6,10.2,0.547,0.7,0.647,0,0,5.7,0.601,0.567,0.551
"Barry Evans","St. Bonaventure","6-8",33,586.201,1.5,3.3,4.8,6.7,2.4,7.7,2.6,2,1.1,1,3.1,2.6,0.744,1,0.562,1.4,0.318,1,0.353,0.612,0.636
"Spencer Johnson","BYU","6-5",34,959.168,3.2,1.6,4.8,12.4,2,5.5,3.8,1.2,0.1,1.9,1.9,3.1,0.727,2.3,0.266,5.1,0.297,2.6,0.811,0.528,0.49
"Myles Tate","App State","6-0",31,743.384,3.3,1.5,4.8,14.1,0.3,4.4,5.2,1.5,0.1,2.6,2.6,3,0.585,3.6,0.494,5,0.296,3.5,0.75,0.533,0.496
"Sheldon Edwards","Loyola Chicago","6-4",23,337.181,3.3,1.5,4.8,13.6,0.7,4.4,2.1,1.4,0.4,0.7,2.2,0.9,0.333,0.8,0.375,9.6,0.387,1.6,0.75,0.561,0.545
"Rasheer Fleming","Saint Joseph's","6-9",35,934.902,2.9,1.9,4.8,14,3.3,6.4,1,1.1,2.1,1.3,3.4,5.8,0.69,0.2,0,3.9,0.324,3.6,0.612,0.603,0.596
"Warren Washington","Texas Tech","7-0",25,668.451,3,1.8,4.8,13.1,3.2,6.8,2.3,1,2.2,2,3.1,7.1,0.712,1.7,0.312,0,0,3.4,0.556,0.627,0.634
"Ben Middlebrooks","NC State","6-10",37,570.669,1.2,3.5,4.7,13,4.4,5.7,1.2,1.9,1.2,1.5,6.3,6.3,0.604,0.8,0.231,0.8,0.077,6.7,0.722,0.586,0.516
"Jamarion Sharp","Ole Miss","7-5",31,491.467,-0.5,5.2,4.7,7.3,3.9,5.2,1.4,1.4,5.5,1.1,4.7,3.9,0.727,0.7,0.1,0.1,0,2.7,0.526,0.607,0.621
"Keshad Johnson","Arizona","6-7",36,993.267,3.1,1.6,4.7,13.5,2.3,4.5,2.2,1.2,0.9,1.8,2.4,4.6,0.657,1.6,0.46,3,0.387,3.5,0.71,0.62,0.597
"Jake Ensminger","Santa Clara","6-9",31,580.567,2.1,2.6,4.7,7.4,2.5,6.5,3,0.8,0.3,1.5,3.3,1.9,0.719,0.7,0.333,3.2,0.288,1.8,0.733,0.549,0.516
"Grant Huffman","Davidson","6-3",30,1035.549,3.2,1.5,4.7,13.5,0.8,4.5,5.4,1.5,0.3,2.3,2.6,6.9,0.581,2.3,0.288,2.2,0.254,3.6,0.705,0.517,0.483
"Mark Mitchell","Duke","6-8",32,916.635,2.3,2.4,4.7,14.5,2.7,4.7,1.3,1,1,1.4,1.9,6.7,0.642,1.3,0.364,1.5,0.275,6,0.626,0.588,0.567
"Zeb Jackson","VCU","6-5",36,1060.499,2.2,2.5,4.7,13.8,0.4,4.9,4,1.7,0.2,2.2,2.4,4.3,0.539,1.5,0.318,6.4,0.3,3,0.831,0.508,0.465
"Yaxel Lendeborg","UAB","6-9",33,1008.382,3.4,1.3,4.7,15.9,3.7,8.6,2.3,0.8,2.4,2.3,3.3,6.7,0.597,2.2,0.354,1.2,0.333,6.4,0.791,0.601,0.532
"Tyon Grant-Foster","Grand Canyon","6-7",34,1130.748,3.3,1.4,4.7,20.6,1.4,4.9,1.6,1.7,1.5,2.6,2.4,6.7,0.545,3.1,0.402,4.6,0.331,8.5,0.745,0.562,0.499
"Baraka Okojie","George Mason","6-3",31,746.917,1.8,2.8,4.6,11.8,0.7,3.5,3.8,2.3,0.1,2.4,3,3.6,0.581,1.8,0.459,2,0.244,6.2,0.722,0.569,0.493
"Josh Cohen","Massachusetts","6-10",31,900.834,4.4,0.2,4.6,19,3,5.1,2,1.1,0.6,1.8,3,6.9,0.676,3.7,0.365,1.2,0.344,8.2,0.696,0.604,0.562
"D.J. Jeffries","Mississippi St.","6-7",33,862.251,1.1,3.5,4.6,8.8,1.5,6,2.2,1.4,0.6,1.8,2.2,2.7,0.667,0.9,0.227,4,0.278,2.4,0.593,0.502,0.484
"Ben Burnham","Col. of Charleston","6-7",34,762.083,3.1,1.5,4.6,17.5,2.6,4.3,1.4,1.2,0.7,1.4,2.4,5.5,0.683,3.6,0.253,5.3,0.358,3.5,0.696,0.543,0.521
"Diante Smith","Nicholls","6-7",29,1007.395,3.2,1.4,4.6,16.7,1.2,5.3,3.1,1.9,0.4,2.6,2.6,4.8,0.5,2.1,0.288,6.7,0.4,3.5,0.78,0.55,0.517
"Frankie Fidler","Omaha","6-7",29,1078.167,4.5,0.1,4.6,20.1,1.2,5.1,2.4,1.1,0.4,1.7,2.4,3.7,0.643,5.1,0.41,4.3,0.368,7.4,0.868,0.605,0.522
"Bez Mbeng","Yale","6-4",31,1039.234,2,2.6,4.6,12.1,0.6,3.9,4.3,2.1,0.4,1.9,2.1,4.6,0.568,1.3,0.447,4.4,0.254,3.5,0.68,0.507,0.473
"Ajay Mitchell","UC Santa Barbara","6-4",27,869.384,4.3,0.3,4.6,21.6,0.2,4,4.3,1.3,0.4,2.9,2.8,6.1,0.6,5.4,0.434,3.2,0.375,7,0.86,0.6,0.531
"Javon Bennett","Dayton","5-11",31,892.919,3.1,1.5,4.6,10.7,0.7,2,4.2,1.6,0.1,1.3,2.5,2.2,0.509,1.2,0.517,5.5,0.316,2.5,0.82,0.533,0.488
"Mika Adams-Woods","St. Bonaventure","6-3",32,1024.199,4.3,0.3,4.6,14.5,0.4,2.4,4.2,1.1,0.2,1.8,1.9,4.6,0.55,2.4,0.333,3.9,0.432,3.3,0.837,0.58,0.537
"Santiago Vescovi","Tennessee","6-3",34,879.402,0.6,4,4.6,8.7,1,4,3.3,1.5,0,1.3,3.5,1.7,0.524,0.4,0.3,5.2,0.328,2.1,0.796,0.532,0.489
"Matt Knowling","Yale","6-6",26,757.75,3.5,1.1,4.6,14.4,1.3,4.9,3.3,0.6,0.4,1.2,1.9,7.3,0.641,3.5,0.425,0.3,0.143,3.2,0.603,0.569,0.56
"Steven Crowl","Wisconsin","7-0",36,1048.047,3.7,0.9,4.6,14,3,6.1,2.6,0.4,0.7,2.1,3.2,7.1,0.616,0.6,0.25,2,0.448,3.1,0.742,0.63,0.606
"Elliot Cadeau","North Carolina","6-1",37,881.916,1.7,2.8,4.5,10.2,0.8,2.3,5.6,1.1,0.2,2.5,3.2,4.9,0.55,2.3,0.333,2,0.189,3.4,0.648,0.475,0.438
"Judah Mintz","Syracuse","6-3",30,1019.132,3.6,0.9,4.5,18.7,0.5,2.6,4.3,2.1,0.1,2.8,2.2,5.7,0.588,4.8,0.345,2.6,0.288,8.4,0.767,0.547,0.468
"Hosana Kitenge","Louisiana","6-8",29,779.649,3.1,1.4,4.5,15.6,3.6,5,2.6,1.6,1.1,2.1,4.4,9.7,0.567,1.3,0.414,0.1,0.333,5.2,0.643,0.571,0.548
"Keion Brooks Jr.","Washington","6-7",31,1085.185,4.8,-0.3,4.5,20.1,1.4,5.1,1.3,0.6,0.7,1.8,2.1,4.5,0.639,5.4,0.447,4,0.386,6.2,0.793,0.597,0.547
"Jonas Aidoo","Tennessee","6-11",35,886.601,1.4,3.1,4.5,15.9,3.8,6.3,1.3,1,2.7,1.4,2.9,8.3,0.607,3.8,0.404,0.6,0.2,3.8,0.626,0.548,0.532
"Ja'Kobe Walter","Baylor","6-5",34,1107.285,3.8,0.7,4.5,16.1,1.5,3.4,1.6,1.2,0.3,1.5,2.3,1.8,0.596,3.3,0.324,6.9,0.346,5.9,0.792,0.545,0.477
"Eric Gaines","UAB","6-2",33,1118.164,3.1,1.4,4.5,12.6,0.6,3.3,5.4,2.3,0.6,2.5,2.2,3,0.586,3.2,0.352,4.2,0.287,4.2,0.75,0.505,0.451
"Drew Cisse","Western Ill.","6-11",27,748.319,1.7,2.8,4.5,11.2,5.8,8.8,3.5,1.2,2.7,3,3.7,7.4,0.649,0.8,0.235,0,0,3.2,0.4,0.575,0.604
"Jalen Leach","Fairfield","6-4",30,999.666,4.8,-0.3,4.5,17.2,1.1,3.1,3.1,2,0.1,1.8,1.7,4.8,0.587,3,0.483,4.4,0.368,4.3,0.895,0.605,0.549
"Donovan Gregory","App State","6-5",31,898.835,2.4,2.1,4.5,15.2,1.2,4.2,3.6,1.3,0.9,2,2.3,6.2,0.545,3.9,0.382,1.1,0.467,5,0.765,0.557,0.505
"Lance Jones","Purdue","6-1",36,1022.866,2.7,1.8,4.5,14.5,0.6,2.7,2.5,1.6,0.2,1.8,2.3,3.1,0.582,1.7,0.327,7.1,0.357,3.1,0.739,0.547,0.519
"Matthew Nicholson","Northwestern","7-0",29,646.749,1.4,3.1,4.5,8.9,2.4,4.7,3,0.9,2.5,1,4.7,5.6,0.691,0.1,0,0,0,2.3,0.525,0.657,0.677
"Jaylen Wells","Washington St.","6-8",34,987.217,3.6,0.9,4.5,15.5,1.5,4.2,1.5,0.6,0.2,0.8,2.3,1.5,0.585,4,0.409,6.1,0.417,3.5,0.811,0.584,0.545
"Laolu Oke","Montana","6-8",32,734.301,2.8,1.7,4.5,10.2,4.3,7.6,2.5,1.2,1.3,1.6,3.8,5.6,0.658,0.6,0.5,0.1,0,3.3,0.682,0.653,0.637
"Michael O'Connell","NC State","6-2",37,903.232,2.3,2.2,4.5,7.5,0.9,3.8,4.5,1.1,0.1,1.7,2.5,1.9,0.604,1.7,0.4,2.7,0.348,1.3,0.794,0.542,0.512
"Maliq Brown","Syracuse","6-8",30,890.983,2.5,2,4.5,10.4,2.5,5.4,2,2.5,1,1.3,3.4,5.6,0.73,0,0,0.6,0.353,2.2,0.712,0.712,0.706
"Tytan Anderson","UNI","6-6",29,832.899,2.7,1.8,4.5,14.8,2.9,5.5,2.6,1.6,0.7,1.7,3.5,7.7,0.568,0.6,0.2,1,0.261,7.3,0.688,0.579,0.525
"Jahvon Quinerly","Memphis","6-1",31,1010.451,4.2,0.2,4.4,13.3,0.3,3,4.7,1.3,0.1,2.3,1.7,3.1,0.495,2.4,0.419,5.2,0.327,3.9,0.792,0.528,0.476
"Joseph Tugler","Houston","6-7",28,447.834,-0.3,4.7,4.4,8.6,4.3,5.1,0.7,2.1,2.6,1.1,6.9,4,0.673,2,0.4,0.2,0,3.3,0.463,0.55,0.566
"Brock Cunningham","Texas","6-6",34,747.799,1.2,3.2,4.4,7.1,2.5,3.5,3.4,1.6,0.6,1.4,4.6,0.8,0.5,1.2,0.462,3.6,0.368,1.3,0.893,0.566,0.525
"Kam Jones","Marquette","6-4",36,1046.065,5,-0.6,4.4,20.4,0.5,2.9,2.9,1.3,0.1,1.6,2.4,6.5,0.646,1.2,0.324,7.7,0.406,2.5,0.724,0.614,0.602
"Aden Holloway","Auburn","6-1",35,705.201,3,1.4,4.4,12.3,0.4,2,4.5,0.8,0,1.5,2.1,2.7,0.351,1.4,0.345,8.2,0.302,2.5,0.774,0.454,0.419
"Brandon Weatherspoon","Fla. Atlantic","6-4",33,782.548,3.5,0.9,4.4,10.7,2,2.9,2.2,1.5,0.1,0.8,1.9,2.7,0.689,0.5,0.455,5.1,0.357,1.4,0.844,0.603,0.58
"Devin Tillis","UC Irvine","6-6",32,737.35,4.2,0.2,4.4,14.7,1.9,7.2,2.8,1,0,1.8,2.7,5.4,0.698,1.3,0.519,3.2,0.348,3.2,0.754,0.641,0.618
"Keyshaun Langley","UNC Greensboro","6-1",28,889.317,4.3,0.1,4.4,18.2,0.4,2.7,3.8,1.7,0.1,1.7,2.3,3.1,0.442,4.3,0.406,7.3,0.425,3.1,0.855,0.561,0.528
"Ishmael Leggett","Pittsburgh","6-3",32,912.967,2.6,1.8,4.4,15.3,2.1,4.7,2.4,1.6,0.2,1.6,2.3,6.2,0.472,2.6,0.448,4,0.343,3.6,0.859,0.53,0.48
"KJ Lewis","Arizona","6-4",36,669.901,1.8,2.6,4.4,10.8,1.7,3.7,3.4,1.9,0.6,1.5,4.5,5.3,0.537,0.6,0.25,2,0.341,3.5,0.792,0.566,0.509
"Sean Stewart","Duke","6-9",32,262.184,1,3.4,4.4,12.1,6.1,8.1,1.1,2.4,2,1.8,6.8,7.3,0.608,1.6,0.364,0,0,4,0.536,0.564,0.565
"Ray Harrison","Grand Canyon","6-4",34,1115.902,3,1.4,4.4,14.1,0.5,2.5,4,0.9,0.2,2.2,2.2,3.4,0.527,4,0.409,3.5,0.287,5,0.835,0.529,0.452
"Tre Holloman","Michigan St.","6-2",34,657.514,2.9,1.5,4.4,10.3,0.4,2.6,4.2,1.1,0.4,1.6,2.5,1.9,0.686,2.2,0.375,4,0.419,1.3,0.8,0.594,0.574
"Ryan Langborg","Northwestern","6-4",32,1063.966,2.7,1.7,4.4,13.8,0.6,2.7,2.8,1.4,0.2,1,2.7,1.8,0.509,3.4,0.436,5.8,0.421,2.1,0.774,0.573,0.551
"Tyler Thomas","Hofstra","6-3",32,1230.349,4.3,0.1,4.4,21,0.2,4.7,3.1,1.3,0.4,2,1.2,2.3,0.494,6.6,0.449,9.5,0.361,3,0.861,0.531,0.502
"Reyne Smith","Col. of Charleston","6-2",34,888.317,5.4,-1,4.4,16.6,0.3,2.4,2,0.7,0.1,0.9,1.8,0.9,0.6,0.6,0.4,10.5,0.395,3.1,0.855,0.619,0.584
"Sean Hansen","Cornell","6-9",28,569.464,3.5,0.9,4.4,14.7,1.4,4.1,3.3,1.3,0.4,2.2,2.6,5.8,0.66,0.5,0.5,4.2,0.375,3,0.577,0.613,0.614
"Tyler McGhie","UC San Diego","6-5",23,652.066,5.1,-0.7,4.4,17.3,0.6,3,1.7,0.6,0.2,0.4,1.5,1.9,0.543,3,0.455,9.1,0.414,1.8,0.647,0.582,0.575
"Curtis Jones","Iowa St.","6-4",37,979.921,2.7,1.6,4.3,14.4,0.4,3.5,2.6,1.8,0.1,1.1,2.2,1.8,0.608,3.5,0.36,7.3,0.351,2.4,0.809,0.521,0.492
"Micah Handlogten","Florida","7-1",33,632.983,2.1,2.2,4.3,9.3,5.7,6.4,1.4,1,1.5,1.3,4.9,5.7,0.692,0.5,0,0.5,0.5,1.8,0.382,0.615,0.642
"Grant Nelson","Alabama","6-11",35,887.016,3.4,0.9,4.3,14.9,1.9,5.2,2,0.8,2.2,1.7,3.9,5.2,0.646,0.9,0.5,3.8,0.279,5.1,0.809,0.606,0.546
"Gabe McGlothan","Grand Canyon","6-8",34,1120.336,2.3,2,4.3,13.4,2.2,5.5,1.2,1.4,1,1.7,2.9,3.3,0.602,2,0.438,3.8,0.398,4.1,0.767,0.607,0.564
"Charlie Easley","South Dakota St.","6-2",31,1041.485,2.9,1.4,4.3,12.4,1.2,4.5,2.4,2.2,0.2,1.2,2.7,2.1,0.525,2.3,0.567,5.3,0.372,2.1,0.885,0.588,0.553
"Hakim Hart","Villanova","6-8",34,748.451,2.4,1.9,4.3,10.8,1.2,4.2,2.8,1.4,0.3,1.5,2.4,4,0.608,0.4,0.429,4.1,0.329,2,0.795,0.574,0.545
"Isaac Jones","Washington St.","6-9",35,1111.067,3.5,0.8,4.3,17.3,2.6,6,1.7,0.6,1.3,2.2,2.3,7.4,0.672,3.3,0.436,0.5,0.071,6.2,0.715,0.616,0.58
"Dwon Odom","Georgia St.","6-2",28,822.148,4.5,-0.2,4.3,14.3,1.3,4.6,5,0.8,0.6,2,2.6,4.4,0.543,5.4,0.508,0.5,0.462,3.8,0.857,0.587,0.532
"DJ Horne","NC State","6-1",37,1207.352,4.7,-0.4,4.3,17.9,0.5,3.1,2.3,1.3,0.1,1.4,2.1,2.7,0.511,4.8,0.434,7,0.412,2.9,0.814,0.565,0.537
"Joe Toussaint","Texas Tech","6-0",34,1135.283,2.8,1.5,4.3,13.1,0.5,2.3,4.6,1.5,0,2.4,2.4,2.9,0.554,3.5,0.381,3.6,0.296,4.6,0.863,0.534,0.453
"Ali Ali","Akron","6-8",26,864.317,3.9,0.4,4.3,16.9,1,3.3,3,0.5,0.2,2.3,2.3,2.7,0.738,4.6,0.509,4.3,0.301,5.8,0.757,0.59,0.541
"Kyle Sturdivant","Georgia Tech","6-3",31,622.966,3.5,0.8,4.3,15.2,0.4,3.2,4.9,1,0.2,2.4,2.6,1.3,0.522,5.2,0.404,5.5,0.394,3.6,0.875,0.554,0.502
"Jalen Gaffney","Fla. Atlantic","6-3",33,813.815,3,1.3,4.3,7.7,1,3.5,3.4,0.9,0.1,1.4,1.6,2.5,0.508,1.2,0.333,2.6,0.387,1.8,0.721,0.537,0.507
"Mason Gillis","Purdue","6-6",36,744.668,3.3,1,4.3,11.4,2,4.4,2.9,0.4,0,1.4,2.5,0.9,0.7,0.9,0.368,5.4,0.483,1.9,0.854,0.702,0.677
