"Name","Class","Team","Conference","Height","Pos","GP","MP","OPPM","DPPM","PPM","WAWO","DWAWO","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM%","MIDA","MID%","3PA","3P%","FTA","FT%","TS%"
"Ray Glasgow","Jr.","Tennessee Tech","OVC","6-3","G",26,362,1,-0.2,0.8,1.2,0.3,16.7,1.9,5.7,2.7,0.9,0.2,3.1,4.4,5.7,53.2,3.4,23.4,6.7,30.6,4,74.4,47.9
"Will Soucie","Sr.","North Ala.","ASUN","6-5","G",31,925,0.5,0.3,0.8,3.1,1.1,12.4,1.4,3.1,1.7,1.1,0.2,1.3,2.8,5.4,55.2,2,44.3,3.3,27.3,2.7,75,52.4
"Ty Berry","Sr.","Northwestern","Big Ten","6-3","G",33,965,0.1,0.7,0.8,3.2,1.4,13.3,0.7,4,1.7,1.7,0.2,1.2,2.7,1.7,57.2,1.9,33.2,7.1,38.9,2.2,78.8,56.7
"Nick Anderson","Jr.","Prairie View","SWAC","6-5","G",11,345,2.6,-1.8,0.8,1.3,0,18.6,1.7,3.8,1.4,1.3,0.2,1.6,3.3,5.6,64.8,3.3,34.5,5.5,32,4.4,84.8,56.8
"Abdoulaye Thiam","Sr.","High Point","Big South","6-4","G",32,440,1.1,-0.4,0.7,1.5,0.4,14.6,0.2,2.8,0.8,0.8,0.1,1.4,1.7,3.8,65.9,2.2,51.2,5.4,34.2,2.3,80,59
"Ja'Vier Francis","Sr.","Houston","Big 12","6-8","F",31,468,-1.6,2.3,0.7,1.4,1,12.9,4.9,6.2,0.5,1.2,2.6,2.6,5.2,7.3,62.1,0.8,45.4,0.1,0.5,4.4,67.3,63
"Felix Okpara","Jr.","Tennessee","SEC","6-11","C",32,808,-1.5,2.2,0.7,2.5,1.7,11.2,3.5,6.3,0.5,0.4,2.6,1.7,3.5,7.3,62.8,0.5,0.1,0,99.1,2.7,70.9,62.3
"Colin Smalls","Sr.","American","Patriot","6-2","G",30,792,1.7,-1,0.7,2.4,0.4,13.8,0.6,1.8,1.8,1,0.1,0.8,2.9,3.6,53.4,1.5,40.6,5.7,31.6,4.1,80.7,54.8
"Conor Enright","Jr.","DePaul","Big East","6-2","G",23,691,0.9,-0.2,0.7,2.3,0.7,9.3,0.6,3.2,7.7,0.8,0.1,3.5,2.8,2.9,55.1,0.5,20.2,4.3,32.3,2.6,63.3,52.2
"Daniel Hankins-Sanford","Jr.","Massachusetts","Atlantic 10","6-8","F",27,700,-0.2,0.9,0.7,2.4,1.1,13.1,3,6.8,0.9,1.5,0.8,1.4,3.2,5.1,63,4,44.3,2.1,21.4,2.9,63.6,52.7
"Bryce Johnson","Sr.","Sacred Heart","MAAC","6-6","F",31,729,-0.1,0.8,0.7,2.5,1.1,13.7,2.7,5.6,1.6,1.7,0.2,2.2,1.9,6.4,61.5,0.7,33.2,1.4,27.3,6.1,67.9,61
"David Skogman","Sr.","DePaul","Big East","6-10","F",20,357,-0.6,1.3,0.7,1.2,0.6,12.9,2.4,7.7,2.3,0.5,0.6,1.7,2.9,4.9,56.4,0.2,100,5.6,37,1.5,56.2,57
"Josh Dilling","Sr.","Northern Ky.","Horizon","6-4","G",30,913,1.9,-1.2,0.7,3,0.4,14.3,0.6,2.6,2.6,0.8,0,1.3,1.9,1.5,45.8,1.4,42.3,8.7,38.7,2.2,72.4,56.7
"Eli Wilborn","So.","Duquesne","Atlantic 10","6-8","F",26,330,0.3,0.4,0.7,1,0.4,14.2,5.3,4.6,1.1,1.3,2.5,2.4,7.1,9.2,60.3,0.7,29.2,0,0,5.4,51.1,58.1
"Jerone Morton","So.","Morehead St.","OVC","6-4","G",23,699,0.4,0.3,0.7,2.2,0.8,12.6,0.8,2.9,3.8,1.6,0.1,2.3,2.4,3.2,56.7,4.4,41.7,3.6,34.7,2.3,69.6,51.8
"Daimion Collins","Sr.","LSU","SEC","6-9","F",30,614,0,0.7,0.7,2,0.9,14,3.3,4.4,1,0.8,3,1.5,4,5.6,76.4,2,51.5,1.9,21.1,3.6,61.3,63.3
"Miles Heide","So.","San Diego St.","MWC","6-10","F",28,460,-0.9,1.6,0.7,1.5,0.8,9.2,3.5,4.5,1.2,0.8,0.7,1.8,4.3,5,77.3,0.3,99.2,0.3,25.2,2.1,32,70.6
"Jevon Porter","Jr.","LMU (CA)","WCC","6-11","F",31,953,-1,1.7,0.7,3.2,1.9,14.2,2.3,6,2.1,0.9,1.5,2.2,3.4,4.7,52.8,2.3,35.7,5.6,31.6,3.4,68.1,50.4
"Cooper Bowser","So.","Furman","SoCon","6-11","F",30,789,-0.3,1,0.7,2.6,1.2,11,1.8,4.3,1.9,0.8,2.4,1.7,2.7,6.2,68.2,0.6,25.1,0.1,0.7,3.9,57.8,64.1
"Jayhlon Young","Sr.","Maryland","Big Ten","6-2","G",33,346,-1.7,2.4,0.7,1.2,0.8,6.1,1.6,2.8,2.8,1.9,0.6,1.3,2.9,2,43.5,0.8,11.8,3,37.7,1.2,75,49.3
"Jordan Clayton","So.","Northwestern","Big Ten","6-2","G",10,207,0.2,0.5,0.7,0.6,0.3,8.5,0.2,4.4,4.9,1.5,0.2,1.7,3.6,1.5,65.5,2.9,32.4,4.6,28.2,0.8,100,45.5
"Jaden Walker","Jr.","A&M-Corpus Christi","Southland","6-5","G",27,577,-0.4,1.1,0.7,1.9,1,9.7,0.5,5.3,3.3,1.4,0.8,2.6,3,4.1,53,1.2,57.9,2.6,34.2,2.3,57.5,54.6
"Jaylen Carey","So.","Vanderbilt","SEC","6-8","F",31,623,-0.5,1.2,0.7,2.1,1.1,14.4,3.8,6,1.5,1,1.4,2.3,4.2,7.6,65.5,1.7,18.2,2,24.9,4.2,56,54.7
"Jakobi Heady","Sr.","Central Mich.","MAC","6-6","G",26,912,0.3,0.4,0.7,3.2,1.2,14,2.2,3.9,1.3,1.2,0.4,1.7,1.4,5.1,56.6,3.2,31.2,3.4,23.3,4.8,80.3,50.6
"Jakub Necas","So.","Duquesne","Atlantic 10","6-8","F",27,638,-1.1,1.8,0.7,2,1.3,8.9,2.6,4,2.4,1.2,1,1.6,4.2,3.3,59.7,0.9,19,3.6,25.3,2.6,68.2,49.2
"Patrick Wessler","So.","Virginia Tech","ACC","7-0","C",30,341,0.3,0.4,0.7,1.1,0.4,13.4,3.5,6.4,0.5,0.6,1.3,1.3,4.8,6.7,68.5,1.7,46.8,0.1,100,3.7,64.5,66.6
"Lukas Walls","So.","Samford","SoCon","6-5","G",30,654,-0.8,1.5,0.7,2.3,1.3,8.1,1.7,2.9,2.1,1.8,0.1,1.1,2.7,2.2,45,0.5,55.6,3.6,38.9,2,68.3,56.4
"Justin Moore","So.","Loyola Chicago","Atlantic 10","6-3","G",8,199,0.7,0,0.7,0.7,0.2,9.6,0.5,2.4,7.1,0.7,0.2,2.3,2.5,4.5,49.4,2.9,35.1,2.1,16.5,3.7,56.5,43.2
"Keon Ambrose-Hylton","Sr.","SMU","ACC","6-8","F",32,383,0.7,0,0.7,1.3,0.4,11.8,3.2,4.2,1.4,0.3,0.8,1.4,3.1,6.4,65.2,0.7,42.8,1.5,24.9,2.8,65.6,60.7
"T.J. Weeks Jr.","Sr.","Rider","MAAC","6-4","G",32,1102,1.8,-1.1,0.7,3.5,0.5,14.9,1.4,4.1,1.5,1.1,0.6,1.4,1.3,2.7,56.6,2,43.6,6.5,34.2,4.1,85.5,57.6
"Patrick McMahon","Jr.","Montana St.","Big Sky","6-7","G",32,754,1.3,-0.6,0.7,2.4,0.5,15.1,0.7,4.6,1.7,0.6,0.5,1.2,3.1,5.3,63.5,2.8,51.2,3.1,25.5,4.3,73.7,57.9
"Nico Galette","Sr.","Youngstown St.","Horizon","6-6","F",32,1022,0.3,0.4,0.7,3.5,1.4,13.2,2.1,5.4,2.7,1.5,0.8,2,2.4,4.7,58.8,2.1,28.4,4.6,30,2.9,76.9,51.7
"Maki Johnson","So.","ETSU","SoCon","6-4","G",30,518,0.1,0.6,0.7,1.7,0.7,11.7,1.1,3,1.5,1.5,0.5,1,3.4,1.2,52.2,1.1,26.4,8.5,32.4,2.2,75.8,50
"Joe Manning","Jr.","Southern U.","SWAC","6-2","G",29,466,0.3,0.4,0.7,1.6,0.6,13.4,0.5,2.1,3.6,1.6,0.6,3.5,4.9,3.4,42.4,3,39.4,4.7,40.6,3,81,54
"Quinton Mincey","Sr.","UMass Lowell","America East","6-7","F",28,1049,2.5,-1.8,0.7,3.5,0.1,16.2,1.2,4.2,2.6,0.5,0.4,2.3,1.2,4.2,59.3,3.4,47.6,4.5,39.4,3.5,76.9,59.4
"Rihards Vavers","So.","Washington St.","WCC","6-7","F",15,195,2.3,-1.6,0.7,0.7,0,14.5,1.1,3.1,1.2,0.2,0.4,1.1,2.1,0.5,100,0.7,0,7.3,51.6,2.9,75,74.3
"RJ Smith","So.","Colorado","Big 12","6-3","G",32,684,0.4,0.3,0.7,2.3,0.8,10.6,0.2,4.2,3.1,1.2,0.7,1.9,2.8,3.1,55.7,0.8,44.5,4.7,40.6,1.1,75,59
"Owen Dease","Jr.","A&M-Corpus Christi","Southland","6-8","F",29,751,-0.1,0.8,0.7,2.6,1.2,13,1.1,4.5,1.9,0.6,0.4,1.5,2.7,3.4,58.1,2.6,35.8,4.1,39,2.7,91.7,57.9
"Ponce James","Fr.","Delaware St.","MEAC","5-11","G",19,259,1.8,-1.1,0.7,0.9,0.1,10.6,0.6,2.3,4.2,1.5,0,2.4,3.5,1.6,57.9,2.8,37.4,3.1,45.6,3.1,77.8,59.9
"Kvonn Cramer","Sr.","Bryant","America East","6-6","F",30,525,0.3,0.4,0.7,1.9,0.7,13.8,3.7,4.1,0.9,1.1,1.7,1.5,5.5,6.8,66.4,1.3,29.8,0.9,28.4,5,62.2,61.1
"Nasir Mann","Jr.","Queens (NC)","ASUN","6-5","F",29,440,0.7,0,0.7,1.5,0.5,14,2,4.3,1.4,1.2,0.4,2.2,2.7,4,48.5,1.2,52.5,4.3,34.6,6,71.4,57.2
"Nolan Hodge","Jr.","UNCW","CAA","6-7","G",31,722,1.2,-0.5,0.7,2.3,0.5,11.6,2.2,3.1,1.9,0.8,0.2,1.6,2.8,2,50.9,3,48.5,3.8,40,2.8,78.6,58.4
"Quion Burns","Sr.","Maine","America East","6-5","G",31,942,0.1,0.6,0.7,3,1.3,14.9,1.1,6.1,1.2,1.2,0.5,2,2.2,2.5,55.7,5.2,45.8,4.9,32.1,3.2,78.3,52.8
"Seydou Traore","So.","Iowa","Big Ten","6-7","F",27,445,-0.2,0.9,0.7,1.5,0.7,12.3,1.5,5.2,3.1,1.1,1.4,1.8,2.8,4.3,67.6,3.6,31.5,2.6,26.8,3.3,64.3,51.4
"Vukasin Masic","Sr.","Portland","WCC","6-5","G",26,733,1.3,-0.6,0.7,2.4,0.6,13.1,0.2,3.9,4.3,0.7,0,1.8,1.7,2.8,54.6,1.8,39.7,6,35.7,2.8,78.7,55.4
"Zander Yates","Jr.","Liberty","C-USA","6-8","F",28,206,1.7,-1,0.7,0.7,0.1,14.5,1,3.7,1,0.8,0.2,1.1,5.6,1.3,56.9,0,0,9.6,43.3,1.3,37.5,62.9
"Zion Walker","Fr.","Radford","Big South","6-2","G",24,258,2.4,-1.7,0.7,0.8,0,18.3,0.8,2.8,3.3,0.4,0,2.4,2.1,4.4,47.8,6.2,51,2.7,34.8,5.7,86,57.7
"Ileri Ayo-Faleye","Sr.","Vermont","America East","6-8","F",31,947,0.3,0.3,0.6,2.9,1.1,13.2,1.5,4.6,1.4,0.6,2.5,1.7,3.3,2.8,53.5,1.9,41.5,5.4,33.7,4.5,70.4,54.7
"Jaylen Smith","So.","North Florida","ASUN","5-11","G",29,805,1.6,-1,0.6,2.8,0.5,12.8,0.4,2,6.6,1.6,0.2,3.4,3.5,3.6,51.7,0.8,50.3,6.4,32.1,3.1,67.5,52.6
"Bryce Cash","So.","Queens (NC)","ASUN","6-5","G",30,822,-0.9,1.5,0.6,2.7,1.6,6.3,1.9,3.5,4.9,1.5,0.2,2.3,2.7,4,52.9,1.2,29.1,0.6,18.7,2,48.9,46.7
"Corey Chest","Fr.","LSU","SEC","6-8","F",26,521,-1.5,2.1,0.6,1.7,1.2,11,4.2,7.5,1.3,1,2.2,2.1,2.9,7.2,64.1,0.3,33.8,0,0,3.3,44.9,60.9
"Jayden Pierre","Jr.","Providence","Big East","6-2","G",32,1094,1.8,-1.2,0.6,3.5,0.5,13.1,0.8,2.3,3.5,0.7,0.3,2.5,2.6,2.5,59,2.1,36.6,6.5,34.5,2.4,79.4,54
"Amaree Abram","Jr.","Louisiana Tech","C-USA","6-4","G",28,906,0.3,0.3,0.6,2.9,1.1,13.6,0.4,4.4,1.8,1.5,0.1,2.1,2.4,3.9,52.6,1.7,38.8,6,37.5,1.6,87.8,55.2
"Dantwan Grimes","Sr.","Tarleton St.","WAC","6-2","G",20,593,0,0.6,0.6,1.9,0.8,12.6,0.1,2.6,2.4,1.9,0,1.8,2.4,3.7,47.2,1.5,41.6,5,28.5,4.2,84.9,52.2
"Kolton Mitchell","Fr.","Idaho","Big Sky","6-1","G",31,965,2.2,-1.6,0.6,3.1,0.2,12.6,0.7,2.3,3.9,1.5,0.1,2.1,2.9,2.9,47.1,2.7,40.4,5.4,33.4,2.5,90.3,52
"Dusty Stromer","So.","Gonzaga","WCC","6-6","G",32,577,0,0.6,0.6,2,0.8,8.4,0.7,3.6,1.4,1.2,0.5,1.2,2.7,1.4,57.2,1.2,45.1,4.5,34.5,1.4,79.2,54.9
"Boubacar Coulibaly","Sr.","Pepperdine","WCC","6-10","F",33,884,0,0.6,0.6,2.9,1.2,13.1,3.6,5.7,1.4,0.9,2.3,1.7,3.9,7.1,72.1,1,7.9,0,0,4,66.3,66.1
"Chris Moncrief","Jr.","Saint Francis (PA)","NEC","6-6","G",27,469,-0.5,1.1,0.6,1.4,0.7,12.3,1.1,4.2,2.6,1.6,0.5,2.3,1,5.2,61.3,2.9,38.5,1.5,31.4,3.9,58.7,54.4
"Jayvon Maughmer","Sr.","Liberty","C-USA","6-6","F",31,927,-1,1.6,0.6,2.9,1.7,10.6,0.8,4.4,1.7,1.1,0.6,1.4,1.7,3.2,67.5,1,46.3,4.5,32.8,1.5,55,56
"Camryn Weston","Sr.","Middle Tenn.","C-USA","6-3","G",31,859,0.5,0.1,0.6,2.8,1,14.3,1.1,3.6,4,1.4,0.1,2.5,3.1,4.6,52,3,38.7,4.9,28.7,4.2,72.9,50.2
"Dominique Ford","Sr.","Southern Utah","WAC","6-5","G",23,643,1.1,-0.5,0.6,2.2,0.5,17.8,0.8,2.7,1.5,1.1,0.1,1.8,2.1,2.4,57.1,4.8,50.9,7.7,31.1,3.5,89,54.5
"Blake Harper","Fr.","Howard","MEAC","6-8","G",28,969,2.3,-1.7,0.6,3.3,0.2,18.6,0.9,4.8,2.8,1,0,2.6,2.9,5.3,48.9,4.8,41.3,2.7,40,7.5,83.2,57.9
"Harry Wessels","Jr.","Saint Mary's (CA)","WCC","7-1","C",31,383,-1.3,1.9,0.6,1.2,0.7,15.1,3.8,6.7,0.9,0.7,3.2,3.5,4.4,8.5,58.6,0.4,0.4,0,0,6.3,82.3,65.1
"Elias Ralph","Sr.","Pacific","WCC","6-7","F",31,1004,0.5,0.1,0.6,3.3,1.1,15.7,2.7,5.6,1.9,0.9,1.4,2.5,3.2,6.1,58.9,2.7,42,3.7,27.1,4.3,75,54.5
"Cooper Schwieger","So.","Valparaiso","MVC","6-10","F",31,1036,-0.1,0.7,0.6,3.4,1.5,16.6,2.1,5.9,1,0.6,2,1.7,2.7,6.3,61.1,3.1,41.1,3.1,27.4,4.4,84.7,57.2
"AJ Clark","So.","VMI","SoCon","6-4","G",28,624,-2.4,3,0.6,2.1,1.7,7.3,1,5.1,1.9,2.8,1.5,1.4,3.2,3.5,66.9,0.3,0,0.9,23.5,2.9,64.8,60.5
"Gavin Walsh","So.","Binghamton","America East","6-7","F",28,942,-0.6,1.2,0.6,3,1.6,11.7,2.2,9.5,2,0.9,0.3,2,2.7,5.8,44.4,0.7,35.4,2.9,29.8,5.6,62,49.4
"Jack Doumbia","Sr.","Wright St.","Horizon","6-6","G",30,702,0.5,0.1,0.6,2.3,0.8,17.1,1.9,6.4,2.5,1.5,1.3,3.6,3.4,7.9,60.9,4,38.6,0.6,32.8,6,63.4,56.6
"Koren Johnson","Jr.","Louisville","ACC","6-2","G",2,39,-0.3,0.9,0.6,0.1,0.1,5.8,1,1.8,4.9,2.6,0,0.8,4.9,4.5,62.7,1.7,0,3.4,1.2,0,0,30.2
"Dylan James","So.","Georgia","SEC","6-9","F",31,416,-0.8,1.4,0.6,1.3,0.7,9.1,2.2,3.8,1.6,0.9,1.3,1.6,2.8,3.7,63.7,1.2,25.3,2,43.6,2.2,52,57.8
"Matthew Mors","Jr.","South Dakota St.","Summit League","6-7","F",29,766,0.7,-0.1,0.6,2.5,0.8,11.2,1.5,3.1,1.7,0.8,0.5,1.3,2.3,3.8,59.3,1.2,53.8,3.3,34.9,2.8,71.2,59
"Sadaidriene Hall","Sr.","San Jose St.","MWC","6-5","G",31,792,-0.6,1.2,0.6,2.5,1.3,11.7,1.5,6.1,2.6,1.9,0.5,1.9,3.1,3.7,66.2,3.7,35.4,2.6,33,2,80.9,53.9
"Nendah Tarke","Sr.","Towson","CAA","6-4","G",31,820,0.7,-0.1,0.6,2.5,0.8,16.1,1.1,5.4,2,1.7,0.4,2,1.9,6,47,1.7,36,5.3,29.5,6.8,67.1,50.4
"Jaylani Darden","Sr.","Norfolk St.","MEAC","6-5","G",29,713,-0.8,1.4,0.6,2.3,1.3,8.7,1.5,5,3.1,2.1,0.3,2.3,3.8,3.6,51.2,1.9,36.7,2.3,31,2,76.7,50.3
"Jyare Davis","Sr.","Syracuse","ACC","6-7","F",32,785,0.6,0,0.6,2.5,0.8,13.7,2.2,5.2,2.1,0.9,0.6,1.9,2,5.4,63.5,2.9,44.8,1.6,41.8,3.6,65.8,60.2
"Kareem Rozier","Jr.","Duquesne","Atlantic 10","5-9","G",30,810,0.3,0.3,0.6,2.6,1,8.9,0.3,2.4,4.3,1.3,0,1.5,2.8,1.7,35.6,2,34,4.8,30.3,2.8,71,45.8
"Mier Panoam","So.","North Dakota","Summit League","6-2","G",29,845,1.6,-1,0.6,2.9,0.5,14.4,2.8,3.8,2.8,1.1,0.7,2.5,2.6,7.8,51.3,2.3,30.5,2.1,21,5.2,71.2,49.9
"Olumide Adelodun","Sr.","Niagara","MAAC","6-5","G",29,792,0.8,-0.2,0.6,2.5,0.7,14.6,1,6.4,2.1,1.7,0.2,1.9,2.1,3.3,61.7,1.6,38.2,7.3,32.9,2.4,86.8,55.1
"Parker Fox","Sr.","Minnesota","Big Ten","6-8","F",32,607,-0.3,0.9,0.6,1.9,0.9,12,2,3.2,2.1,1.6,2.3,1.7,4,6.8,65.2,0.6,40.7,0.3,20.3,4.2,57.6,62.6
"Morgan Safford","Sr.","Kent St.","MAC","6-5","G",7,188,-0.2,0.8,0.6,0.6,0.3,14.7,2.2,6.5,0.9,0.7,0.2,0.9,3.6,2.3,50.2,3.3,19.2,8,30,5,78.6,46.4
"Micah Thomas","Jr.","Northwestern St.","Southland","6-0","G",29,793,2,-1.4,0.6,2.5,0.2,17.1,0.6,2.1,1.6,1.2,0,2,2.7,2.2,39.4,4.8,46.7,6.4,43.6,3,89.4,58.7
"William Kyle III","Jr.","UCLA","Big Ten","6-9","F",30,296,-0.1,0.7,0.6,1,0.4,10.6,2.9,3.9,1.8,0.7,2.4,1.7,3.8,5.4,76.5,0.5,39.6,0,0,5,39,65.4
"Travis Harper II","Jr.","Tennessee St.","OVC","6-6","G",22,604,-0.2,0.8,0.6,2.1,0.9,12.7,0.9,4.1,0.8,1.7,0.2,1.3,2.5,1.9,57.7,1.1,10.5,7,37.9,2.8,84.9,56.8
"Zack Austin","Sr.","Pittsburgh","ACC","6-6","F",31,983,-0.1,0.7,0.6,3.1,1.4,10.6,1.1,4.3,0.6,1.4,2,0.7,2.1,1.9,58.9,0.6,29.5,5,39.6,2.4,90.2,62.5
"Noel Brown","Sr.","St. Bonaventure","Atlantic 10","6-11","C",31,955,0.5,0.1,0.6,3,1,14.7,2.2,4,1.4,0.6,0.7,2.2,2.6,7.3,64.3,2.1,43.5,0.4,36.4,3.8,78.8,63.7
"C.J. Walker","Sr.","East Carolina","AAC","6-8","F",31,981,1.2,-0.7,0.5,3.1,0.7,18.1,2.6,4.2,0.9,0.8,0.9,1.9,3.1,8,60.6,3.2,37.8,1.7,23.5,6.4,75.3,57.7
"Justice Shoats","Jr.","Siena","MAAC","5-11","G",31,1115,1.3,-0.8,0.5,3.5,0.7,15.8,0.5,2,4.3,1.7,0.5,3.5,1.9,5.9,54.7,5.4,33,1.7,28.9,6,72.9,50.8
"Ian Jackson","Fr.","North Carolina","ACC","6-4","G",33,781,2.1,-1.6,0.5,2.6,0.2,18.7,0.7,3.6,1.4,0.9,0.3,1.7,2.2,5.9,59.6,1.6,36.9,6,41.6,4.2,71.6,60.8
"Darren Buchanan Jr.","So.","George Washington","Atlantic 10","6-7","F",29,820,0,0.5,0.5,2.6,1.1,13.1,2.1,5,2.6,1.2,0.6,2.4,2.5,6,54.2,2.2,37,1.5,13.8,6.4,67.1,52
"Ben Schwieger","Jr.","UNI","MVC","6-8","G",31,954,-0.3,0.8,0.5,2.9,1.4,11.8,0.8,5.3,2.1,0.6,0.6,1.5,2.2,4.2,62.2,1.4,31.5,3.1,37.9,3.1,69.5,58.5
"Leon Bond III","So.","UNI","MVC","6-5","G",22,576,0.6,-0.1,0.5,1.8,0.6,13,1.1,4.9,1.7,1.3,0.8,1.6,1.9,4,70.4,3.1,50.7,2.4,34.1,2.2,77.1,61.7
"Grant Newell","Jr.","North Texas","AAC","6-9","F",29,621,-0.1,0.6,0.5,1.8,0.8,11.1,2.8,3.7,1,0.9,0.1,1.2,3.4,4,53.5,0.9,33.7,3.1,31.9,4.3,74.2,55.8
"Brody Peebles","Sr.","Belmont","MVC","6-2","G",31,522,1,-0.5,0.5,1.7,0.4,15.7,0.1,1.7,1.7,1.3,0,1.5,1.4,3.8,55.4,2.4,42,6.5,41,1.7,77.8,57.7
"Chad Venning","Sr.","Boston College","ACC","6-9","F",29,768,0.4,0.1,0.5,2.4,0.8,17.4,1.8,4,1,0.7,2.3,2.5,3.8,9.5,62.5,2.8,39.4,0.3,0,5.1,62.7,58.2
"Kaleb Glenn","So.","Fla. Atlantic","AAC","6-6","F",32,810,1.5,-1,0.5,2.7,0.5,16.4,2.4,4.1,0.8,0.8,0.4,1.6,2.9,5.2,68.6,1.6,33.9,4.3,40.6,4.6,63.3,62.4
"Enoch Kalambay","Sr.","Western Ky.","C-USA","6-6","G",26,527,0,0.5,0.5,1.9,0.8,13.2,1.1,5.5,2.5,1.1,0.2,2.4,2.8,3.6,55.4,2.8,36.1,4.1,30.9,4.3,78.6,53.3
"Adam Moussa","Sr.","California Baptist","WAC","6-3","G",25,599,-0.5,1,0.5,1.9,0.9,8.2,0.4,3.3,5.9,1.8,0.4,2.8,2.5,1.1,57.7,2.8,39,3.7,34.5,1.2,75,50.4
"Asim Jones","Jr.","FIU","C-USA","6-2","G",30,763,0.3,0.2,0.5,2.5,0.9,12.7,0.3,2.7,2.9,1.3,0.5,2.6,2,4.9,50.4,2.3,35,1.9,36.7,5.1,77.5,55.4
"Bryant Selebangue","Jr.","McNeese","Southland","6-9","F",31,439,-1.1,1.6,0.5,1.4,0.9,8.3,4.8,6.1,1.3,1.2,0.4,0.7,2.6,5.5,63.2,0.2,48.2,0.1,0,2.6,44.1,59.9
"Jordan Derkack","Jr.","Rutgers","Big Ten","6-6","G",31,525,0.2,0.3,0.5,1.8,0.7,11.9,1.6,4,3.1,1.5,0.3,2.5,3.7,5,44.9,0.4,28.5,2.8,25.8,6.9,73.5,53.3
"Niko Rocak","Sr.","UC Davis","Big West","6-9","F",30,748,-2.8,3.3,0.5,2.4,2.1,7.7,2.9,7,1.8,1.2,2.8,1.9,4.2,3.2,59.1,0.3,42.4,1.4,35.2,3.1,71.6,61.8
"Isaiah Moses","Jr.","UC Riverside","Big West","6-1","G",31,833,1.7,-1.2,0.5,2.7,0.4,15.6,0.3,2.4,4,1,0,2.4,2.6,2.8,53.7,4,44.6,5.9,34.6,3,94.7,55.4
"Caleb Foster","So.","Duke","ACC","6-5","G",33,469,0.3,0.2,0.5,1.5,0.5,12.7,1.2,3.2,3.7,1.7,0.2,2.3,2.8,4.9,45.5,1.7,54,5.1,31.6,2.6,65.6,49.9
"Jack Campion","Jr.","Southern Ind.","OVC","5-10","G",26,617,0.2,0.3,0.5,2,0.8,7.9,0.3,2.6,6,1.8,0.1,2.7,4,2.8,49.3,2.7,28.6,1.8,40.7,2.1,69.2,48.4
"Devin Brafford","Fr.","Siena","MAAC","7-1","C",19,256,-0.3,0.8,0.5,0.8,0.4,12.1,2,4.7,1.7,0.8,2.6,1.8,5.5,4.9,71.6,0.3,49.4,4.2,26,2.4,56.2,57.1
"Aaron McBride","So.","LMU (CA)","WCC","6-6","F",31,515,-0.8,1.3,0.5,1.7,0.9,7.5,2.6,3.5,2,1,1.8,0.7,4,3.9,72.7,0.6,32.9,0,0,1.9,74.1,70.2
"Brayon Freeman","Sr.","Bethune-Cookman","SWAC","6-2","G",19,558,0.6,-0.1,0.5,1.8,0.6,18.7,0.4,2.7,2.9,1.4,0,2.5,2.2,7.4,55.1,3.5,31.9,5.2,29.2,5.2,72.1,50.8
"Amarr Knox","Jr.","Alabama St.","SWAC","6-3","G",32,913,1.3,-0.8,0.5,3,0.6,17.1,0.7,1.6,2.8,2,0,1.7,2,7.2,46.4,4.2,33.8,4.1,30.8,5,77.7,48.6
"Dillon Bailey","Sr.","Wofford","SoCon","6-2","G",32,923,1.6,-1.1,0.5,2.8,0.4,13.9,0.8,2.2,1.8,0.9,0,1.8,2.5,2.7,57,0.5,38.4,6.7,34.5,4.2,81.8,58.9
"Leo DeBruhl","Sr.","UC Davis","Big West","6-2","G",30,880,-0.6,1.1,0.5,2.8,1.5,10.1,1.1,3.5,3.7,1.5,0.2,2.8,3.2,2.8,41.9,2,25.4,4.2,35.5,2.8,84.9,50
"Davis Molnar","So.","Furman","SoCon","6-6","F",29,284,-0.5,1,0.5,0.9,0.4,11.9,3.1,5.8,3.4,1.5,0.3,2.9,4.9,7.2,57.6,0.6,20.1,2.1,23.5,1.9,93.8,55
"Brody Rowbury","Jr.","Southeastern La.","Southland","6-11","F",29,808,1,-0.5,0.5,2.6,0.7,10.8,2.7,3.9,1.1,0.6,0.4,1.1,3.3,4,55.6,2,47.6,0.7,43.7,4.5,77.6,62
"Jayden Reid","So.","South Fla.","AAC","5-10","G",29,842,1.2,-0.7,0.5,2.8,0.6,14.8,0.4,2.7,4,1.9,0,3.2,1.4,2.9,44.9,2.9,38.6,6,38.4,3.9,80.4,55.1
"Jaelen McGlone","Sr.","Central Conn. St.","NEC","6-4","G",14,178,-0.2,0.7,0.5,0.6,0.3,13.4,1.5,2.8,1.4,1.6,0.4,2.1,2.7,2.5,66.7,2,43.9,6.4,37.2,1.3,85.7,58.2
"Ja'Heim Hudson","Jr.","Auburn","SEC","6-7","F",25,136,0.7,-0.2,0.5,0.4,0.1,9.4,3.7,2.4,3.1,0.9,0.5,0.2,5,5.8,58.7,0.5,49.6,3.1,17.6,0.5,100,49
"Qiant Myers","Sr.","Portland St.","Big Sky","6-5","G",29,980,0,0.5,0.5,3.2,1.3,11.1,0.4,2.1,5.9,1,0.6,3.8,2.1,4.6,54.6,2,22.7,3.3,29.4,3.7,60,47.9
